year,month,journal,count,alpha,ci_lower,ci_upper
2021,1,Toxics,21,0.06803357441426505,0.0007009481396340575,0.8836835500385105
2021,2,MATERIALS CHARACTERIZATION,56,0.0,0.0,0.1313509591714263
2021,1,Transactions of the Association for Computational Linguistics,77,0.0,0.0,0.1039904076419059
2021,2,ACM Transactions on Multimedia Computing Communications and Applications,19,0.02674035436370435,0.00018962574740975533,0.7992020138038339
2021,3,Computer Science Review,12,0.16523920632403452,0.021922854974207234,0.6361185341057963
2021,4,POLITICAL STUDIES,11,0.0,0.0,0.762916377038557
2021,3,Journal of the Pediatric Infectious Diseases Society,84,0.13067718631422887,0.06247889296418189,0.25321120370160827
2021,4,Acta Neuropathologica Communications,23,0.06324917745096122,0.005587202927431973,0.44794016649834223
2021,2,CITIES,24,0.0,0.0,0.33842426779667883
2021,2,ACM COMPUTING SURVEYS,12,0.009030272486039326,5.597312096733394e-12,0.9999999325939996
2021,3,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,20,0.20376313755440845,0.04325622320223775,0.5915840309351539
2021,3,ENVIRONMENT INTERNATIONAL,68,0.054347784112548744,0.011331607243065612,0.22370941010832618
2021,2,MEDICAL EDUCATION,22,0.0,0.0,0.5374537294353691
2021,4,SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY,15,0.06029797628460522,0.0024031726591246787,0.6308886067437699
2021,2,CIRCULATION,33,0.0,0.0,0.23858749765407902
2021,3,ENVIRONMENTAL HEALTH PERSPECTIVES,13,0.0,0.0,0.6013410647557379
2021,3,Journal of the International AIDS Society,15,0.0,0.0,0.45225669974767496
2021,4,SPINE,38,0.18577621566506652,0.06263630581811525,0.4379075310012774
2021,4,Acta Physiologica,14,0.15864717569727857,0.039482852071546136,0.4638005998027338
2021,3,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,27,0.0,0.0,0.2614642498800584
2021,4,Acta Geotechnica,21,0.0,0.0,0.485901834714231
2021,3,Journal of the National Comprehensive Cancer Network,65,0.09229857767396618,0.016276404355350372,0.3845819150524822
2021,4,Egyptian Journal of Biological Pest Control,16,0.0,0.0,0.6033451294114448
2021,3,Conservation Science and Practice,29,0.0,0.0,0.23736964073222389
2021,4,SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,93,0.023411873370988306,0.0034385578610438136,0.14278059577602734
2021,3,Computers & Industrial Engineering,71,0.0356363169524193,0.0028548597736547253,0.3229313625634261
2021,4,SPORTS MEDICINE,26,0.0,0.0,0.18077462309333403
2021,2,MEDICAL IMAGE ANALYSIS,24,0.08627495421992415,0.0033419065071668384,0.726688470936553
2021,3,SCHOOL PSYCHOLOGY REVIEW,23,0.08939259835906414,0.00934159540015789,0.5054359848549729
2021,2,MARINE ENVIRONMENTAL RESEARCH,20,0.10754785854350289,0.021467270970840748,0.39830104052559173
2021,4,SSM-Population Health,26,0.0,0.0,0.23248214719353028
2021,3,Journal of the Knowledge Economy,27,0.0,0.0,0.3724489269902301
2021,3,ENVIRONMENTAL & RESOURCE ECONOMICS,10,0.0,0.0,0.8784181144079004
2021,4,STATISTICAL SCIENCE,12,0.0,0.0,0.6381023901613709
2021,2,ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,10,0.0,0.0,0.6616260202275167
2021,3,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,25,0.0,0.0,0.49865604361189253
2021,3,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,24,0.0,0.0,0.46199535063465913
2021,3,Contact Lens & Anterior Eye,15,0.13815137951445766,0.018843305764788654,0.5722691423786227
2021,4,POLITICAL PSYCHOLOGY,11,0.0,0.0,0.6559827096752244
2021,3,INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,36,0.0,0.0,0.44068579726223317
2021,2,CHINESE PHYSICS LETTERS,21,0.0,0.0,0.5459887961215679
2021,4,Educational Studies in Mathematics,11,0.025337177025904333,2.421313869230976e-07,0.9996418310230937
2021,2,MARINE STRUCTURES,15,0.0,0.0,0.5495825356880211
2021,3,Construction and Building Materials,345,0.05563030508439425,0.0291940502334998,0.10345446298494583
2021,1,Parasites & Vectors,92,0.0479928229221964,0.012927297848121628,0.16251409676943254
2021,3,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,102,0.0,0.0,0.05799539996694011
2021,2,MEDICAL JOURNAL OF AUSTRALIA,15,0.050533056931173194,0.002221000233314355,0.5599670073753441
2021,1,Transboundary and Emerging Diseases,38,0.0023031325618820277,3.2486540893308135e-29,1.0
2021,3,INTERNATIONAL JOURNAL OF HEALTH SERVICES,12,0.2900348316956746,0.05822063795579203,0.7297000632647666
2021,2,ACCOUNTS OF CHEMICAL RESEARCH,51,0.023912287610711905,0.003361165716569541,0.15107179911368207
2021,2,CIRCULATION RESEARCH,16,0.2658344088384204,0.061627329909264734,0.6662604381685903
2021,4,STATISTICAL METHODS IN MEDICAL RESEARCH,15,0.08314273936580376,0.011557823807391955,0.41289307743053405
2021,2,CLASSICAL AND QUANTUM GRAVITY,36,0.023392945138756248,8.761687814334113e-05,0.8675134066730108
2021,3,Journal of the Royal Society Interface,21,0.0,0.0,0.48826747293728523
2021,4,Acta Pharmaceutica Sinica B,26,0.0,0.0,0.5131324138269497
2021,3,Journal of the Taiwan Institute of Chemical Engineers,40,0.16684825691948452,0.04168959197661704,0.4796757484049577
2021,1,NEUROCHEMISTRY INTERNATIONAL,19,0.0,0.0,0.35128116040382007
2021,5,ACTA MATERIALIA,78,0.02066780586381204,0.0017385993941115778,0.203647389267666
2021,3,ADVANCES IN MATHEMATICS,38,0.0,0.0,0.3938599876275898
2021,2,Molecular Metabolism,22,0.18201700876954405,0.036051571301614696,0.5696944274895204
2021,4,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,10,0.0,0.0,0.7434867146621681
2021,3,PLANT AND CELL PHYSIOLOGY,12,0.20845869104245546,0.0464805952925973,0.5872582343674914
2021,2,ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT,19,0.0,0.0,0.577593725547254
2021,2,Molecular Oncology,20,0.3268695844668657,0.09153027625306229,0.7006376431784288
2021,2,Energy Storage Materials,46,0.02905596777091538,0.0019363763304521852,0.3158107976606969
2021,5,ACTA BIOCHIMICA ET BIOPHYSICA SINICA,12,0.0,0.0,0.8505243741863889
2021,2,BIODIVERSITY AND CONSERVATION,26,0.0,0.0,0.19203531996844675
2021,4,Pharmaceuticals,110,0.06030216013497459,0.01753411567657298,0.1874807045021127
2021,2,EQUINE VETERINARY JOURNAL,11,0.0,0.0,0.6557594154089403
2021,4,Education and Information Technologies,44,0.0,0.0,0.13917983983194568
2021,1,NEUROCOMPUTING,225,0.0,0.0,0.0695558691451757
2021,2,Solid Earth,13,0.0,0.0,0.6309160362667517
2021,4,GeroScience,16,0.05979274312059202,0.0025419803108813737,0.6134492952169976
2021,3,Journal of Refugee Studies,16,0.0,0.0,0.658340161511657
2021,3,Journal of Mathematics,57,0.0,0.0,0.24579248948576124
2021,3,PHYTOTHERAPY RESEARCH,28,0.0,0.0,0.3655280271702159
2021,2,EPILEPSIA,27,0.0,0.0,0.41429603986540786
2021,3,JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,81,0.024801745786509045,0.0036461566293583456,0.15020110119963181
2021,3,JOURNAL OF GREAT LAKES RESEARCH,11,0.05366290323884643,0.0006251179568239322,0.8371523658494268
2021,4,Global Ecology and Conservation,48,0.056683972516435976,0.01211253120825837,0.22749829447650002
2021,3,Journal of Saudi Chemical Society,10,0.0,0.0,0.44926519301095175
2021,2,Journal of Global Health,10,0.18946947156029767,0.03008896970727816,0.6378682141339234
2021,4,PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,20,0.0,0.0,0.4961020176357821
2021,5,ACS Synthetic Biology,27,0.0,0.0,0.42773006188239515
2021,2,Molecular Therapy Nucleic Acids,35,0.370537411530865,0.17974958399284277,0.6125920596465939
2021,3,Journal of Retailing and Consumer Services,26,0.12590407205834112,0.0165971526871223,0.5514294681523014
2021,1,Advances in Nonlinear Analysis,21,0.0,0.0,0.4052156470124741
2021,1,NEUROIMAGE,84,0.0903986914766048,0.03355656803226518,0.22146264882118838
2021,2,ERJ Open Research,19,0.0,0.0,0.3554601009693057
2021,3,ADVANCES IN COLLOID AND INTERFACE SCIENCE,11,0.12225421350884985,0.007175818633966248,0.728559809337837
2021,2,HEART & LUNG,19,0.16816545975802144,0.017151903027025964,0.7007716505201403
2021,2,Engineering,14,0.24667928568131028,0.043757368820575106,0.7008916974149337
2021,1,Advances in Methods and Practices in Psychological Science,18,0.1665022527887084,0.041686256289632385,0.4784532063403551
2021,1,NEPHROLOGY DIALYSIS TRANSPLANTATION,19,0.0,0.0,0.44041568899909195
2021,2,Solar RRL,43,0.08650760168046923,0.016135627886434616,0.3535142839379269
2021,3,PLANT BIOLOGY,16,0.1587743825592694,0.02258940546107636,0.606512121955089
2021,2,Energy Economics,45,0.0,0.0,0.290691191059234
2021,5,ACTA ASTRONAUTICA,47,0.08315277606094111,0.021462933604702816,0.27273480308755643
2021,2,Molecular Therapy Oncolytics,17,0.0311510110682933,6.115870145073659e-05,0.944141436569691
2021,1,NEURAL NETWORKS,24,0.0,0.0,0.4771751816060538
2021,1,NEUROBIOLOGY OF DISEASE,19,0.06458459579051655,0.0007697220350558387,0.860887576110588
2021,1,NEUROLOGIA MEDICO-CHIRURGICA,70,0.05491327953220117,0.014525061926454981,0.18636650174681324
2021,3,PLANT CELL AND ENVIRONMENT,20,0.09832188343155025,0.0068227523901810035,0.6338163403600747
2021,4,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,53,0.0,0.0,0.303727719433368
2021,3,PLACENTA,24,0.15781356633923208,0.04071973517879363,0.45271580538078887
2021,5,ACS Sustainable Chemistry & Engineering,113,0.08355397842635824,0.03645826829083055,0.18011433283705508
2021,3,PLANT BIOTECHNOLOGY JOURNAL,21,0.18935504956916843,0.055308406959270855,0.4823875169490518
2021,3,JOURNAL OF HAZARDOUS MATERIALS,200,0.035594745341522425,0.010530313851717972,0.11347606976607057
2021,2,HEPATOLOGY,34,0.08835282550232582,0.01477879804471478,0.3850525177129397
2021,2,HEART RHYTHM,14,0.13102277780948335,0.01748505348297734,0.5609153217909706
2021,1,Aesthetic Surgery Journal,30,0.0,0.0,0.28572075516510226
2021,1,Aerospace Science and Technology,75,0.0,0.0,0.21187436986241834
2021,2,Spine Journal,27,0.04193403392465383,0.005854101045588222,0.24547446057318378
2021,2,ESMO Open,15,0.021243607203166853,1.5655146808655412e-06,0.9966878523574053
2021,2,BIOFOULING,10,0.40270234256488185,0.05015736765269903,0.8959203571431105
2021,2,Energy Research & Social Science,37,0.02804292952098048,7.621425932356157e-05,0.9161181098257826
2021,1,NEUROGASTROENTEROLOGY AND MOTILITY,13,0.0,0.0,0.6534001884398033
2021,4,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,69,0.0,0.0,0.15925238879339937
2021,2,HEARING RESEARCH,17,0.0,0.0,0.6227215831027081
2021,4,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,26,0.0,0.0,0.5042580374519207
2021,3,Jornal de Pediatria,10,0.0,0.0,0.6850796518128008
2021,2,Energy Policy,43,0.0,0.0,0.18205935261590653
2021,5,ACTA NEUROPATHOLOGICA,12,0.0,0.0,0.647904085832132
2021,2,BIOINFORMATICS,56,0.04776631216467372,0.008455293619952042,0.2278469986546856
2021,2,Journal of Happiness Studies,11,0.015036456086996407,6.069555970820494e-17,0.9999999999997395
2021,3,Journal of Materiomics,20,0.17858286644483837,0.03905831238919927,0.5376539128242613
2021,2,ETHNIC AND RACIAL STUDIES,39,0.0,0.0,0.3405714440594063
2021,3,Journal of Natural Fibers,40,0.0,0.0,0.29540576990399314
2021,3,ADVANCES IN SPACE RESEARCH,45,0.0,0.0,0.2045283541875829
2021,2,BIOESSAYS,18,0.0,0.0,0.4182436968387216
2021,3,JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING,19,0.0,0.0,0.5122174001403879
2021,3,ADVANCES IN HEALTH SCIENCES EDUCATION,12,0.15471261827259766,0.02254385615403643,0.5922503760910527
2021,4,PRODUCTION AND OPERATIONS MANAGEMENT,11,0.0,0.0,0.6982930973744642
2021,3,Journal of Rural Studies,22,0.0,0.0,0.2524428743051341
2021,3,PLANT AND SOIL,32,0.04703595489987589,0.0019530624630259906,0.554549992593362
2021,4,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,351,0.054197449099519894,0.026872463462373722,0.10627320756279154
2021,1,Advances in Nutrition,16,0.0,0.0,0.5545833137947864
2021,2,Multiple Sclerosis Journal,19,0.0,0.0,0.40318574979704885
2021,4,JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,36,0.04936810200004221,0.00498506099223893,0.34993323095577106
2021,2,Journal of Geophysical Research-Biogeosciences,31,0.0,0.0,0.318614826581855
2021,1,Advances in Physics-X,37,0.0,0.0,0.2923022047011825
2021,2,Sports Health-A Multidisciplinary Approach,24,0.12204429294386357,0.007711875300016031,0.7131695483977248
2021,4,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,16,0.0,0.0,0.7111287538791492
2021,2,ESTUARINE COASTAL AND SHELF SCIENCE,38,0.0,0.0,0.19594278893446493
2021,3,PHYTOMEDICINE,26,0.2599491703747612,0.09002893296936282,0.5549808244071139
2021,2,Stem Cell Reports,24,0.27628744494132385,0.09513876319305085,0.5809172956661915
2021,3,PLANT CELL,18,0.11826733684728759,0.006202081388070671,0.7424547291289768
2021,4,Journal of Transport Geography,28,0.08628343461268,0.012860545937617141,0.40633953795548766
2021,4,SEPARATION AND PURIFICATION TECHNOLOGY,146,0.012237653748037987,0.001727375481155589,0.08147851738358841
2021,5,ACADEMIC MEDICINE,40,0.019139495295443967,8.457046498080338e-05,0.8182429541798045
2021,2,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,28,0.060289105570977365,0.00842267474050449,0.32640893225726164
2021,4,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,107,0.015652385082261702,8.33249286630041e-05,0.7521231216215887
2021,3,Rhizosphere,23,0.1701510071876923,0.033563074245414846,0.5476238690756902
2021,1,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,206,0.05473408267762089,0.019647509139033754,0.14331838151208226
2021,2,JOURNAL OF POWER SOURCES,120,0.02356072251285501,0.0035566875993558195,0.1402397046607482
2021,4,CLASSICAL AND QUANTUM GRAVITY,34,0.0,0.0,0.3238240394870421
2021,5,ACADEMIC EMERGENCY MEDICINE,20,0.06555442886605113,0.00881929392449243,0.35613248658853297
2021,4,REPRODUCTION,15,0.11519657293697967,0.016326229618668846,0.5052673812159564
2021,3,BIOMACROMOLECULES,32,0.0,0.0,0.45382064189548044
2021,2,ACTA PHARMACOLOGICA SINICA,19,0.35684223745257393,0.12877591110393422,0.6756019804934235
2021,2,JOURNAL OF PROSTHETIC DENTISTRY,84,0.11763327353687353,0.03537947428522376,0.32640970606392516
2021,3,CONSERVATION BIOLOGY,13,0.0,0.0,0.4155373473729643
2021,4,CITIES,37,0.0,0.0,0.37017528516444675
2021,3,BIOLOGY OF SPORT,18,0.0,0.0,0.5929469685172192
2021,3,People and Nature,13,0.13582789027621942,0.019517519422305542,0.5537825043495771
2021,2,ACTA NEUROPATHOLOGICA,11,0.09876156069897708,0.013606757628516025,0.4653968433033977
2021,2,EUROPEAN JOURNAL OF PEDIATRICS,38,0.07910924287964245,0.020220913931956623,0.2633917603933841
2021,5,ACADEMIC RADIOLOGY,13,0.19675288085188386,0.036096999823043305,0.6157039784755202
2021,5,AAPS Journal,17,0.0,0.0,0.5004506416137459
2021,3,BIOORGANIC CHEMISTRY,88,0.0,0.0,0.20150443999455642
2021,2,JOURNAL OF PROTEOME RESEARCH,35,0.017273990784237674,4.780840302634539e-07,0.9984550568641098
2021,1,Mathematical Modelling and Analysis,10,0.0,0.0,0.7636726191570842
2021,3,CONTRACEPTION,14,0.20033797916550977,0.029143831254138233,0.6764639044831241
2021,3,Pediatric Obesity,12,0.0,0.0,0.4729778608861749
2021,3,BIOMASS & BIOENERGY,29,0.050870882135001204,0.007088089203000286,0.2869421058832778
2021,1,Advanced Science,78,0.08672352760480952,0.026457179878466772,0.24913842700085503
2021,2,EUROPEAN JOURNAL OF PAIN,18,0.0,0.0,0.49323957013893144
2021,3,Road Materials and Pavement Design,24,0.0,0.0,0.44204827739793845
2021,3,CONTACT DERMATITIS,14,0.0,0.0,0.901590394062141
2021,1,Interpreter and Translator Trainer,16,0.0,0.0,0.5823450834046469
2021,5,ACCIDENT ANALYSIS AND PREVENTION,42,0.0,0.0,0.36986601422491433
2021,3,BIOMATERIALS,49,0.0,0.0,0.13653472323725607
2021,1,Advances in Difference Equations,90,0.030267380780972453,0.003646479814174062,0.2102266588019171
2021,2,JOURNAL OF PSYCHOPHARMACOLOGY,19,0.09130211097948383,0.012882163008789145,0.4361672804207632
2021,3,PeerJ Computer Science,42,0.13868328961126025,0.045613650431004904,0.35167667211854636
2021,4,REMOTE SENSING OF ENVIRONMENT,39,0.007801063147603834,2.4359057476985415e-07,0.9960749739581526
2021,3,Rice,10,0.0,0.0,0.7719817447777445
2021,1,Internet of Things,13,0.0,0.0,0.3054117416342379
2021,3,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas,23,0.0,0.0,0.5290015814158708
2021,1,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,86,0.0,0.0,0.14303145952001048
2021,4,REPRODUCTIVE BIOMEDICINE ONLINE,20,0.11077173941298929,0.017875889476967177,0.4602093896253616
2021,4,SENSORS AND ACTUATORS A-PHYSICAL,54,0.04432171545462188,0.0031971137919055244,0.40141118918018304
2021,2,EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,10,0.0,0.0,0.3983395236295629
2021,2,JOURNAL OF PSYCHIATRIC RESEARCH,67,0.05154930892318749,0.013065295909692692,0.18243482159751712
2021,2,ACTA PAEDIATRICA,34,0.0,0.0,0.4397157035983562
2021,1,Mathematical Sciences,12,0.0,0.0,0.7734526145621613
2021,1,Advanced Theory and Simulations,18,0.06748962313103388,0.007789177637644739,0.4002046361218622
2021,3,BIOMEDICINE & PHARMACOTHERAPY,113,0.08240804411293187,0.02817216245827181,0.2176702258918603
2021,3,CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,12,0.0,0.0,0.6171965126459834
2021,1,Internet Research,10,0.0,0.0,0.551069589394737
2021,3,BIOORGANIC & MEDICINAL CHEMISTRY,12,0.0,0.0,0.4085659816568661
2021,3,Nature Reviews Materials,12,0.0,0.0,0.4820254776277681
2021,3,COMPUTERS IN INDUSTRY,18,0.06486689548753177,0.004572588808410608,0.5115953566200613
2021,2,ACTA MATERIALIA,50,0.0,0.0,0.2978440251286421
2021,3,SAFETY SCIENCE,41,0.09959587613344013,0.023013207278914503,0.34185445892881905
2021,1,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,16,0.0,0.0,0.3731476989304158
2021,1,Mathematical Modelling and Control,17,0.0,0.0,0.6396559825504717
2021,4,SENSORS AND ACTUATORS B-CHEMICAL,140,0.050750395719853125,0.01730403080161962,0.1396566769808451
2021,2,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,31,0.0,0.0,0.287253462437686
2021,3,Laser & Photonics Reviews,18,0.03818977938239673,0.0006022318669740078,0.7234754785579396
2021,1,INTERNATIONAL JOURNAL OF IMPACT ENGINEERING,12,0.0,0.0,0.7025244895340332
2021,2,ACTA ASTRONAUTICA,46,0.062325956795060276,0.010835557797236262,0.2874049034562599
2021,3,Nature Reviews Clinical Oncology,10,0.0,0.0,0.9660092149497355
2021,2,EUROPEAN JOURNAL OF RADIOLOGY,32,0.0,0.0,0.410157674338015
2021,3,CONTEMPORARY EDUCATIONAL PSYCHOLOGY,11,0.1038129881795027,0.002997896305381768,0.8169361631829896
2021,4,SHOCK,16,0.0,0.0,0.7971497804526043
2021,3,Pediatric Rheumatology,25,0.0,0.0,0.39929699538251606
2021,1,Interventions-International Journal of Postcolonial Studies,12,0.0,0.0,0.6744725382547988
2021,3,Royal Society Open Science,82,0.02483002885696256,0.00205763515897612,0.23921685641377444
2021,2,ACTA OPHTHALMOLOGICA,43,0.0,0.0,0.2688508528099223
2021,2,JOURNAL OF PRAGMATICS,23,0.0,0.0,0.24409869400480366
2021,1,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,17,0.022971169464778233,1.0186328765885091e-08,0.9999815728471803
2021,4,SLEEP,22,0.06504317243804955,0.009116584277640612,0.3447049979834775
2021,1,Matter,24,0.24547426245755494,0.06545128628209769,0.6017981465672697
2021,2,JOURNAL OF PROFESSIONAL NURSING,10,0.19618016850604628,0.00846908232214957,0.8745875603151642
2021,1,Mathematical Modelling of Natural Phenomena,46,0.0,0.0,0.3479335790617925
2021,2,ACTA MECHANICA SINICA,11,0.0,0.0,0.7359747105999166
2021,1,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,21,0.0722220426463892,0.01024003265587456,0.36936623715831834
2021,1,International Wound Journal,10,0.0,0.0,0.8623969616539696
2021,4,CELL,47,0.08825154592390531,0.014850067716184617,0.3833019590403033
2021,4,CIRCULATION RESEARCH,35,0.1042522469538593,0.016810874228557496,0.44203298989526263
2021,4,CIRCULATION,39,0.11081785921794791,0.03223897920991792,0.31799108520641967
2021,4,SCIENCE,159,0.049272702788865655,0.010744193499138043,0.19827247398029169
2021,4,GEOFORUM,23,0.0,0.0,0.4614867071083771
2021,1,Globalizations,21,0.0,0.0,0.4227349198560529
2021,3,BIOTECHNOLOGY ADVANCES,15,0.028538581794932957,0.0001431455553382592,0.8577121150973601
2021,3,AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,21,0.16168852668675945,0.03295564386562817,0.5218974880208459
2021,4,GENES & DEVELOPMENT,16,0.0,0.0,0.6624924119317809
2021,4,INTERNATIONAL JOURNAL OF OBESITY,11,0.0,0.0,0.7787476574621655
2021,1,ENVIRONMENT INTERNATIONAL,44,0.07821910704134286,0.018988110216013668,0.27114607769128113
2021,1,Griffith Law Review,11,0.06861728409419018,2.1737353259309414e-05,0.9960109496663613
2021,3,Journal of Nursing Management,24,0.0,0.0,0.3665316993720336
2021,4,Annals of Rehabilitation Medicine-ARM,10,0.0,0.0,0.7914137597607821
2021,3,NEURAL NETWORKS,37,0.08127230972701921,0.019403007174697586,0.2834047058098642
2021,3,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,19,0.3268796337432876,0.10596064108423561,0.6655258267384287
2021,3,AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,24,0.0,0.0,0.7208706792985037
2021,3,Clinical Epigenetics,23,0.11370090662527059,0.024458364349365866,0.39629049622031476
2021,1,VETERINARY QUARTERLY,23,0.0698216668073624,0.009861474840222224,0.3613164870847138
2021,1,Globalisation Societies and Education,14,0.0,0.0,0.6504024849032426
