paper_id,ai_word_freq,date,journal_name,has_ai_policy,is_oa
https://openalex.org/W4323048049,4,2023-03-03,Annali di Matematica Pura ed Applicata (1923 -),False,False
https://openalex.org/W4404995960,32,2024-12-04,Estuaries and Coasts,True,False
https://openalex.org/W4399309256,1,2024-01-01,Environmental Science Water Research & Technology,False,False
https://openalex.org/W4312069698,16,2022-12-22,Weather and Climate Dynamics,False,True
https://openalex.org/W4206375655,0,2021-03-01,IEEE Robotics & Automation Magazine,False,True
https://openalex.org/W4283751583,14,2022-07-01,BMC Medical Ethics,True,True
https://openalex.org/W3153054352,22,2021-04-23,Acta Neuropathologica Communications,True,True
https://openalex.org/W4318407322,8,2023-01-01,Journal of Modern Power Systems and Clean Energy,False,True
https://openalex.org/W4210486554,3,2021-07-01,Journal of the National Comprehensive Cancer Network,False,False
https://openalex.org/W4224255232,17,2022-04-19,Frontiers in Immunology,True,True
https://openalex.org/W4200357501,13,2021-12-13,PLoS ONE,True,True
https://openalex.org/W4403619979,24,2024-10-22,Scientific Reports,False,True
https://openalex.org/W3216428534,32,2021-11-25,Scientific Reports,False,True
https://openalex.org/W4401022516,36,2024-07-26,Journal of Medical Internet Research,False,True
https://openalex.org/W4366351622,3,2023-04-19,Acta Dermato Venereologica,False,False
https://openalex.org/W4284965620,93,2022-07-09,Electronic Markets,True,True
https://openalex.org/W4311277467,0,2022-12-01,IEEE Communications Magazine,False,False
https://openalex.org/W4312082416,6,2022-01-01,Evolutionary Human Sciences,False,True
https://openalex.org/W3158727812,14,2021-04-30,Kardiologia Polska,False,True
https://openalex.org/W4392206232,0,2024-01-01,Journal of Materials Chemistry A,False,False
https://openalex.org/W3152917270,3,2021-04-11,Knee Surgery Sports Traumatology Arthroscopy,True,True
https://openalex.org/W3158183731,164,2021-05-07,Scientific Reports,False,True
https://openalex.org/W4308917466,11,2022-11-01,IEEE Communications Magazine,False,False
https://openalex.org/W4396972567,6,2024-05-16,Frontiers in Medicine,True,True
https://openalex.org/W4390871639,16,2024-01-15,IEEE Transactions on Wireless Communications,False,True
https://openalex.org/W4390612876,11,2024-01-05,Communications Physics,True,True
https://openalex.org/W4393066559,10,2024-03-22,PLoS ONE,True,True
https://openalex.org/W4200286181,4,2021-12-06,American Journal of Physical Anthropology,True,True
https://openalex.org/W3215326381,6,2021-11-26,Frontiers in Pharmacology,True,True
https://openalex.org/W4376461347,5,2023-01-01,Green Chemistry,False,True
https://openalex.org/W4389976190,0,2023-12-20,Cellular and Molecular Immunology,False,False
https://openalex.org/W4283161853,4,2022-06-01,BJPsych Open,False,True
https://openalex.org/W3213476203,12,2021-11-01,The Journal of the American Board of Family Medicine,False,False
https://openalex.org/W4309167502,1,2022-11-15,Cell Research,False,True
https://openalex.org/W4312521305,1,2022-01-01,Proceedings of The Nutrition Society,False,True
https://openalex.org/W4400006725,42,2024-06-25,Frontiers in Immunology,True,True
https://openalex.org/W3215241526,10,2021-11-29,Frontiers in Marine Science,True,True
https://openalex.org/W3162374718,10,2021-05-10,Scientific Reports,False,True
https://openalex.org/W4312906880,0,2022-01-01,Proceedings of The Nutrition Society,False,True
https://openalex.org/W4382197512,10,2023-06-27,Canadian Journal of Anesthesia/Journal canadien d anesthésie,False,False
https://openalex.org/W4280491806,5,2022-05-19,Frontiers in Immunology,True,True
https://openalex.org/W4237400826,6,2021-07-08,Nature Metabolism,False,False
https://openalex.org/W4291010576,0,2022-08-01,IEEE Transactions on Wireless Communications,False,True
https://openalex.org/W4210979335,21,2022-02-11,BMC Oral Health,True,True
https://openalex.org/W4379058425,0,2023-06-01,Parasites & Vectors,True,True
https://openalex.org/W4367011743,35,2023-01-01,Journal of Psychopathology and Clinical Science,True,False
https://openalex.org/W4200038429,7,2021-12-28,IEEE Signal Processing Magazine,True,True
https://openalex.org/W3200109600,19,2021-09-17,BMC Public Health,True,True
https://openalex.org/W3196945786,64,2021-08-28,Sustainability Science,True,True
https://openalex.org/W4312192977,15,2022-12-22,Scientific Reports,False,True
https://openalex.org/W4327927819,0,2023-02-01,IEEE Transactions on Intelligent Vehicles,False,False
https://openalex.org/W4295007847,7,2022-09-08,Frontiers in Cellular and Infection Microbiology,True,True
https://openalex.org/W4379524073,4,2023-05-30,Annals of the Rheumatic Diseases,False,True
https://openalex.org/W4388671666,50,2023-11-14,Harm Reduction Journal,True,True
https://openalex.org/W4400988895,2,2024-07-01,Drug Design Development and Therapy,True,True
https://openalex.org/W4399295623,24,2024-06-03,Frontiers in Immunology,True,True
https://openalex.org/W4400368488,6,2024-07-05,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,True,False
https://openalex.org/W3187870935,13,2021-07-31,BMC Medical Research Methodology,True,True
https://openalex.org/W4392365497,36,2024-03-01,Frontiers in Immunology,True,True
https://openalex.org/W4394891065,2,2024-04-17,Breast Cancer Research,True,True
https://openalex.org/W4306160437,3,2022-10-14,Frontiers in Bioengineering and Biotechnology,True,True
https://openalex.org/W3130307451,4,2021-01-01,Chemical Science,False,True
https://openalex.org/W4379792985,3,2023-05-30,Annals of the Rheumatic Diseases,False,True
https://openalex.org/W4220733663,0,2022-03-16,npj Breast Cancer,True,True
https://openalex.org/W4296482527,13,2022-09-20,Frontiers in Immunology,True,True
https://openalex.org/W4210562240,0,2021-07-30,IEEE Journal of Emerging and Selected Topics in Power Electronics,True,False
https://openalex.org/W4200280798,2,2021-12-29,Kardiologia Polska,False,True
https://openalex.org/W4404583224,18,2024-11-21,PLoS ONE,True,True
https://openalex.org/W4393092140,18,2024-03-21,International Journal of Wildland Fire,True,True
https://openalex.org/W4396927965,5,2024-01-01,Physical Chemistry Chemical Physics,False,True
https://openalex.org/W3168413899,27,2021-06-16,PLoS Pathogens,True,True
https://openalex.org/W4392790262,74,2024-01-31,Research and Practice in Technology Enhanced Learning,True,True
https://openalex.org/W4315928324,1,2023-01-01,Physical Chemistry Chemical Physics,False,True
https://openalex.org/W3185302230,23,2021-07-19,Cell Communication and Signaling,True,True
https://openalex.org/W4319454664,0,2023-02-09,Korean journal of anesthesiology,False,True
https://openalex.org/W4385667903,3,2023-08-08,Journal of Animal Science and Technology,False,True
https://openalex.org/W4394797667,7,2024-04-15,International Journal of Legal Medicine,True,True
https://openalex.org/W4283160355,9,2022-06-01,BJPsych Open,False,True
https://openalex.org/W3207980549,13,2021-10-26,Journal of High Energy Physics,True,True
https://openalex.org/W4390495524,5,2024-01-02,BMC Pregnancy and Childbirth,True,True
https://openalex.org/W4390811776,0,2024-01-01,IEEE Reviews in Biomedical Engineering,False,False
https://openalex.org/W4399038420,14,2024-05-27,Updates in Surgery,True,False
https://openalex.org/W4307135229,33,2022-09-30,Biomaterials Research,True,True
https://openalex.org/W4388759175,0,2023-11-17,Nature Nanotechnology,False,False
https://openalex.org/W4394692786,18,2024-04-10,Communications Chemistry,True,True
https://openalex.org/W4295670082,8,2022-09-14,Egyptian Journal of Biological Pest Control,True,True
https://openalex.org/W4386124147,0,2023-01-01,Environmental Science Water Research & Technology,False,False
https://openalex.org/W4213208423,7,2021-11-05,The English Historical Review,False,False
https://openalex.org/W4396951539,17,2024-05-16,Quantum Information Processing,True,False
https://openalex.org/W4391332902,8,2024-01-30,Diabetes & Metabolism Journal,True,True
https://openalex.org/W4392913464,8,2024-03-18,Bulletin of Earthquake Engineering,True,False
https://openalex.org/W4200128318,4,2021-12-06,Journal of Experimental Psychology General,False,False
https://openalex.org/W4323042219,24,2023-03-03,International Review of Social History,False,True
https://openalex.org/W4310258755,25,2022-11-29,Cyberpsychology Journal of Psychosocial Research on Cyberspace,False,False
https://openalex.org/W3200294589,41,2021-09-21,JCI Insight,True,True
https://openalex.org/W3200048953,35,2021-09-13,Cold Spring Harbor Perspectives in Biology,False,False
https://openalex.org/W4280508716,14,2022-05-17,Clinical Oral Investigations,True,False
https://openalex.org/W4294189549,9,2022-06-01,European Psychiatry,False,True
https://openalex.org/W4306157988,11,2022-10-14,Frontiers in Bioengineering and Biotechnology,True,True
https://openalex.org/W4290995536,10,2022-01-01,TURKISH JOURNAL OF AGRICULTURE AND FORESTRY,False,True
https://openalex.org/W3127167124,13,2021-02-03,Astronomy and Astrophysics,False,False
https://openalex.org/W4200601126,17,2021-12-16,Frontiers in Cell and Developmental Biology,True,True
https://openalex.org/W4285591060,21,2022-07-15,Scientific Reports,False,True
https://openalex.org/W3214972807,46,2021-12-01,Social Indicators Research,True,True
https://openalex.org/W3123940298,14,2021-01-25,npj Genomic Medicine,True,True
https://openalex.org/W4389054033,1,2023-11-27,Frontiers in Cellular and Infection Microbiology,True,True
https://openalex.org/W3160029576,26,2021-05-12,Cell Death and Disease,False,False
https://openalex.org/W3175466827,13,2021-01-01,IEEE Transactions on Instrumentation and Measurement,True,True
https://openalex.org/W4388827707,0,2023-11-20,Neurology and Therapy,True,True
https://openalex.org/W4285166374,0,2022-01-01,Journal of Mathematical Inequalities,False,True
https://openalex.org/W4363625437,1,2023-04-11,Clinical Chemistry and Laboratory Medicine (CCLM),False,False
https://openalex.org/W4232049954,11,2021-04-12,IEEE Computational Intelligence Magazine,True,False
https://openalex.org/W4386878450,14,2023-09-20,European Journal of Heart Failure,True,True
https://openalex.org/W4386930678,13,2023-09-20,Frontiers in Digital Health,True,True
https://openalex.org/W4200549859,2,2021-10-01,IEEE Transactions on Aerospace and Electronic Systems,True,True
https://openalex.org/W4225474853,3,2022-07-26,International braz j urol,False,True
https://openalex.org/W4383315916,12,2023-07-01,BJPsych Open,False,True
https://openalex.org/W3138675183,9,2021-03-24,Frontiers in Cellular and Infection Microbiology,True,True
https://openalex.org/W3164002910,23,2021-01-05,Avian Research,True,True
https://openalex.org/W4280592196,11,2022-05-18,Scientific Reports,False,True
https://openalex.org/W3191900730,23,2021-01-01,International Journal of Biological Sciences,True,True
https://openalex.org/W4281621951,1,2022-06-01,Frontiers in Pharmacology,True,True
https://openalex.org/W4226330447,4,2022-03-01,Psychology Research and Behavior Management,True,True
https://openalex.org/W4281396641,1,2022-05-23,IEEE Transactions on Green Communications and Networking,True,False
https://openalex.org/W4294167421,0,2022-08-01,IEEE Journal of Selected Topics in Signal Processing,True,False
https://openalex.org/W4388667486,22,2023-11-14,PLoS ONE,True,True
https://openalex.org/W3154587614,11,2021-04-21,PLoS Pathogens,True,True
https://openalex.org/W4283168735,5,2022-06-01,BJPsych Open,False,True
https://openalex.org/W4303644462,6,2022-10-08,Communications Chemistry,True,True
https://openalex.org/W4388406351,6,2023-11-06,Behavior Research Methods,True,True
https://openalex.org/W3156939979,10,2021-08-11,Scientific Reports,False,True
https://openalex.org/W4313324206,6,2022-12-17,Science China Mathematics,False,False
https://openalex.org/W4390939546,42,2024-01-17,PLoS ONE,True,True
https://openalex.org/W4225659336,7,2022-01-01,IEEE Intelligent Systems,True,True
https://openalex.org/W3204098363,15,2021-09-29,Scientific Reports,False,True
https://openalex.org/W3171960265,16,2021-06-17,PLoS ONE,True,True
https://openalex.org/W4210658152,10,2022-01-31,PLoS ONE,True,True
https://openalex.org/W3208772806,0,2021-01-01,Proceedings of The Nutrition Society,False,True
https://openalex.org/W4214678670,30,2022-02-25,Natural hazards and earth system sciences,False,True
https://openalex.org/W3132742494,3,2021-02-01,Canadian Family Physician,False,True
https://openalex.org/W3156422896,22,2021-11-09,Scientific Reports,False,True
https://openalex.org/W3192596566,3,2021-08-12,npj Genomic Medicine,True,True
https://openalex.org/W3132330851,2,2021-02-17,Journal of Orthopaedic Surgery and Research,True,True
https://openalex.org/W4210320372,0,2022-02-01,Proceedings of the IEEE,False,True
https://openalex.org/W3210265299,25,2021-10-26,Higher Education,True,True
https://openalex.org/W4234229124,0,2021-03-01,Compositio Mathematica,False,True
https://openalex.org/W4396517694,48,2024-04-30,Journal of NeuroEngineering and Rehabilitation,True,True
https://openalex.org/W4210565004,46,2022-01-28,Frontiers in Immunology,True,True
https://openalex.org/W4200270617,9,2021-12-01,Drug Design Development and Therapy,True,True
https://openalex.org/W3127222371,22,2021-02-11,Frontiers in Cell and Developmental Biology,True,True
https://openalex.org/W4393273480,3,2024-03-28,Frontiers in Agronomy,True,True
https://openalex.org/W4379535697,23,2023-06-06,BMC Medical Education,True,True
https://openalex.org/W4206082487,0,2021-11-01,Psychological Medicine,False,True
https://openalex.org/W4400258370,29,2024-07-02,Scientific Reports,False,True
https://openalex.org/W4386215812,14,2023-08-28,Scientific Reports,False,True
https://openalex.org/W4400739186,5,2024-07-17,Acta Orthopaedica,True,True
https://openalex.org/W4200228714,9,2021-12-24,Nanotechnology Reviews,True,True
https://openalex.org/W4308792295,7,2022-11-11,Scientific Data,False,True
https://openalex.org/W4390113047,0,2023-12-20,Frontiers in Pharmacology,True,True
https://openalex.org/W4323859257,5,2023-03-10,Frontiers in Medicine,True,True
https://openalex.org/W3206266190,31,2021-10-20,Frontiers in Cell and Developmental Biology,True,True
https://openalex.org/W4396560227,9,2024-05-01,Frontiers in Plant Science,True,True
https://openalex.org/W4313546540,13,2023-01-04,Intensive Care Medicine,True,True
https://openalex.org/W4401189369,0,2024-07-31,European Journal of Pure and Applied Mathematics,False,True
https://openalex.org/W4220967756,1,2022-03-23,European Child & Adolescent Psychiatry,True,True
https://openalex.org/W4211170937,8,2022-02-10,Scientific Reports,False,True
https://openalex.org/W4394592997,17,2024-04-09,PLoS ONE,True,True
https://openalex.org/W4392590868,10,2024-03-08,Journal of Intensive Care,True,True
https://openalex.org/W4317761500,27,2023-01-01,IEEE Transactions on Geoscience and Remote Sensing,True,True
https://openalex.org/W4288724062,0,2022-06-01,Electronic Markets,True,True
https://openalex.org/W4399731423,0,2024-06-17,Scientific Reports,False,True
https://openalex.org/W4385670130,4,2023-03-01,European Psychiatry,False,True
https://openalex.org/W4200359944,12,2021-12-01,Cancer Cell International,True,True
https://openalex.org/W4319656228,9,2023-02-09,PLoS ONE,True,True
https://openalex.org/W4394795052,0,2023-08-09,Journal of Clinical Medicine,True,True
https://openalex.org/W4394954684,11,2024-04-19,Education and Information Technologies,True,False
https://openalex.org/W4377237662,4,2023-05-22,Nature Plants,False,False
https://openalex.org/W4362705732,10,2023-04-07,Scientific Reports,False,True
https://openalex.org/W4220756422,0,2022-03-25,Nature,False,True
https://openalex.org/W4308477991,0,2022-11-01,IEEE Transactions on Cybernetics,True,False
https://openalex.org/W3205332148,3,2021-10-13,Frontiers in Immunology,True,True
https://openalex.org/W4386834456,27,2023-09-18,Cell Communication and Signaling,True,True
https://openalex.org/W3205741191,52,2021-10-21,PLoS ONE,True,True
https://openalex.org/W3166341929,14,2021-06-16,BMC Medicine,True,True
https://openalex.org/W4225269212,21,2022-05-01,BMC Sports Science Medicine and Rehabilitation,True,True
https://openalex.org/W4223934982,0,2022-04-14,Nature Communications,False,True
https://openalex.org/W4280535789,18,2022-05-17,One Health Outlook,True,True
https://openalex.org/W3119888458,27,2021-01-07,Health Economics Review,False,True
https://openalex.org/W3214690163,2,2021-11-11,Nature Communications,False,True
https://openalex.org/W4392189178,0,2024-02-27,Journal of soil science and plant nutrition,True,True
https://openalex.org/W4213041668,10,2021-04-01,European Psychiatry,False,True
https://openalex.org/W4283719614,10,2022-06-29,Pharmacological Research,True,True
https://openalex.org/W4387907773,29,2023-10-24,Scientific Reports,False,True
https://openalex.org/W4285512315,48,2021-01-01,IEEE Transactions on Signal Processing,True,True
https://openalex.org/W4386407690,3,2023-08-10,Kardiologia Polska,False,True
https://openalex.org/W4306803272,6,2022-10-19,Nature Communications,False,True
https://openalex.org/W4387568917,111,2023-10-12,PLoS ONE,True,True
https://openalex.org/W4385439255,1,2023-07-31,IEEE Transactions on Power Electronics,True,True
https://openalex.org/W4379012639,19,2023-01-01,International Labor and Working-Class History,False,True
https://openalex.org/W4391883367,16,2024-02-16,Parasites & Vectors,True,True
https://openalex.org/W3119878718,9,2021-01-13,Frontiers in Medicine,True,True
https://openalex.org/W4229052394,14,2022-03-25,Mammalian Biology,True,True
https://openalex.org/W3122790167,4,2021-01-28,MMWR Morbidity and Mortality Weekly Report,False,False
https://openalex.org/W4383301709,3,2023-07-06,Pediatric Nephrology,True,True
https://openalex.org/W4390988584,20,2024-01-18,Light Science & Applications,False,False
https://openalex.org/W3215390101,0,2021-12-01,British Journal of Cancer,False,True
https://openalex.org/W4311684740,10,2022-12-16,Scientific Reports,False,True
https://openalex.org/W4387341061,0,2023-10-04,Nature Reviews Genetics,False,True
https://openalex.org/W3193490805,2,2021-08-01,Clinical Epidemiology,True,True
https://openalex.org/W4376959009,27,2023-05-17,Biology of Sex Differences,True,True
https://openalex.org/W4221102587,0,2022-03-19,ZFW – Advances in Economic Geography,False,False
https://openalex.org/W4384210748,0,2023-01-01,Analytical Methods,False,False
https://openalex.org/W4225006835,12,2022-04-28,European Radiology,True,True
https://openalex.org/W4391481840,1,2024-02-02,Molecular Psychiatry,False,True
https://openalex.org/W3203167314,7,2021-10-01,Hepatology International,True,False
https://openalex.org/W3120935802,17,2021-01-11,BMC Family Practice,True,True
https://openalex.org/W4224071500,4,2022-04-13,Frontiers in Immunology,True,True
https://openalex.org/W3176212932,18,2021-06-21,Frontiers in Marine Science,True,True
https://openalex.org/W4396523112,3,2024-01-01,Journal of Materials Chemistry A,False,False
https://openalex.org/W4376461075,1,2023-01-01,Green Chemistry,False,True
https://openalex.org/W3200084996,17,2021-09-17,npj Regenerative Medicine,True,True
https://openalex.org/W4387848466,4,2023-10-20,Journal of High Energy Physics,True,True
https://openalex.org/W4200462470,3,2021-12-27,Journal of Experimental Psychology General,False,False
https://openalex.org/W3126510821,4,2021-02-04,Dermatology and Therapy,True,True
https://openalex.org/W4318825421,10,2023-01-01,International Journal of Biological Sciences,True,True
https://openalex.org/W4376854832,1,2023-01-01,Biomaterials Science,False,False
https://openalex.org/W4300961052,2,2022-10-03,Frontiers in Plant Science,True,True
https://openalex.org/W4391537239,54,2024-02-05,Frontiers in Bioengineering and Biotechnology,True,True
https://openalex.org/W4386322002,55,2023-01-01,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,True,True
https://openalex.org/W4385622483,9,2023-08-07,Frontiers in Pharmacology,True,True
https://openalex.org/W4387461176,1,2023-10-06,Journal of High Energy Physics,True,True
https://openalex.org/W3126940158,5,2021-02-03,Frontiers in Bioengineering and Biotechnology,True,True
https://openalex.org/W4297013135,0,2022-09-23,Frontiers in Plant Science,True,True
https://openalex.org/W4379646965,15,2023-06-07,Frontiers in Immunology,True,True
https://openalex.org/W4388671992,3,2023-11-14,Frontiers in Plant Science,True,True
https://openalex.org/W3135266906,17,2021-03-03,PLoS ONE,True,True
https://openalex.org/W3120691764,11,2021-01-13,JMIR mhealth and uhealth,False,True
https://openalex.org/W4293037173,0,2022-08-25,Nature Communications,False,True
https://openalex.org/W3184452763,43,2021-07-31,Higher Education,True,True
https://openalex.org/W3133049234,34,2021-02-14,Journal of Clinical Investigation,True,True
https://openalex.org/W3214393098,8,2021-11-17,Scientific Reports,False,True
https://openalex.org/W4401132596,23,2024-07-30,BMC Public Health,True,True
https://openalex.org/W4390024857,0,2023-12-21,Ricerche di Matematica,True,True
https://openalex.org/W3121537976,3,2021-01-28,Applied Water Science,True,True
https://openalex.org/W4313203781,30,2022-12-28,PLoS ONE,True,True
https://openalex.org/W4387644188,67,2023-09-26,International Journal of Health Policy and Management,False,True
https://openalex.org/W3127771137,12,2021-02-11,Scientific Reports,False,True
https://openalex.org/W4392863802,5,2024-03-15,Infection,True,True
https://openalex.org/W4404486698,11,2024-11-18,International Labor and Working-Class History,False,True
https://openalex.org/W4242536097,1,2021-03-20,Liver Cancer,False,True
https://openalex.org/W4229372705,7,2022-05-03,PLoS ONE,True,True
https://openalex.org/W4360595471,3,2023-01-01,Proceedings of The Nutrition Society,False,True
https://openalex.org/W4287225993,11,2022-01-01,Chemical Science,False,True
https://openalex.org/W3202777321,16,2021-10-07,Scientific Reports,False,True
https://openalex.org/W4319261891,3,2023-01-27,IEEE Journal of Solid-State Circuits,True,True
https://openalex.org/W3183630488,24,2021-07-28,Nature Communications,False,True
https://openalex.org/W3149942599,8,2021-01-01,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,True,True
https://openalex.org/W4210970181,35,2022-02-12,Cancer Cell International,True,True
https://openalex.org/W4321599468,18,2023-02-23,Analytical and Bioanalytical Chemistry,True,True
https://openalex.org/W4376956452,0,2023-05-16,Frontiers in Pharmacology,True,True
https://openalex.org/W3197857432,12,2021-09-09,PLoS ONE,True,True
https://openalex.org/W4381052369,16,2023-06-17,BMC Complementary Medicine and Therapies,True,True
https://openalex.org/W3215068754,16,2021-11-20,Biotechnology for Biofuels,True,True
https://openalex.org/W4400201601,39,2024-06-29,BMC Public Health,True,True
https://openalex.org/W3171240991,0,2021-06-14,Nonlinear Dynamics,True,True
https://openalex.org/W4382813540,9,2023-01-01,China CDC Weekly,False,True
https://openalex.org/W3215053250,21,2021-12-01,Scientific Reports,False,True
https://openalex.org/W4318167407,0,2023-01-26,MMWR Morbidity and Mortality Weekly Report,False,False
https://openalex.org/W4200533671,9,2021-10-05,Journal of the Medical Library Association JMLA,False,False
https://openalex.org/W3171606172,6,2021-06-09,Scientific Reports,False,True
https://openalex.org/W4207052662,31,2022-01-24,EPJ Data Science,True,True
https://openalex.org/W3209070822,15,2021-11-04,Nature Communications,False,True
https://openalex.org/W4224231338,1,2022-04-20,Applied Health Economics and Health Policy,True,True
https://openalex.org/W4386916467,1,2023-09-21,Frontiers in Cellular and Infection Microbiology,True,True
https://openalex.org/W4390669601,26,2024-01-08,BMC Medical Education,True,True
https://openalex.org/W4281812587,8,2022-06-09,Nature Communications,False,True
https://openalex.org/W4312949102,0,2022-04-22,Anuario de Historia de la Iglesia,False,True
https://openalex.org/W4399139175,0,2024-05-29,Public health reviews,True,True
https://openalex.org/W4231454941,5,2021-03-01,Nature Physics,False,False
https://openalex.org/W4292474846,22,2022-08-20,Scientific Reports,False,True
https://openalex.org/W4389722784,7,2023-12-01,IEEE Industrial Electronics Magazine,False,False
https://openalex.org/W4363678740,0,2023-04-10,Internal and Emergency Medicine,True,False
https://openalex.org/W4386927848,54,2023-09-21,Journal of Translational Medicine,True,True
https://openalex.org/W4220879808,18,2022-03-18,PLoS ONE,True,True
https://openalex.org/W3211265756,6,2021-10-30,Journal of Nanobiotechnology,True,True
https://openalex.org/W3208185101,10,2021-11-02,Cancer Cell International,True,True
https://openalex.org/W4312776069,2,2022-01-01,Proceedings of The Nutrition Society,False,True
https://openalex.org/W4389145111,7,2023-11-29,Polskie Archiwum Medycyny Wewnętrznej,False,False
https://openalex.org/W4200000829,13,2021-12-20,Frontiers in Plant Science,True,True
https://openalex.org/W3167917450,4,2021-06-02,Frontiers in Immunology,True,True
https://openalex.org/W4327928492,0,2023-02-01,IEEE Wireless Communications,False,False
https://openalex.org/W4312122580,6,2022-12-12,Frontiers in Plant Science,True,True
https://openalex.org/W4224275405,273,2022-04-01,Bulletin of Earthquake Engineering,True,False
https://openalex.org/W4382468141,15,2023-06-28,PLoS ONE,True,True
https://openalex.org/W4242782466,0,2021-07-08,Plant and Soil,True,True
https://openalex.org/W3155553236,14,2021-06-01,Journal of High Energy Physics,True,True
https://openalex.org/W3207371111,7,2021-10-13,Frontiers in Cellular and Infection Microbiology,True,True
https://openalex.org/W4378903063,0,2023-05-31,Frontiers in Immunology,True,True
https://openalex.org/W4293428507,0,2022-08-26,IEEE Transactions on Ultrasonics Ferroelectrics and Frequency Control,True,True
https://openalex.org/W4223598182,2,2022-04-12,Frontiers in Bioengineering and Biotechnology,True,True
https://openalex.org/W4379468765,21,2023-06-05,Light Science & Applications,False,False
https://openalex.org/W4399139818,13,2024-05-29,Nature Communications,False,True
https://openalex.org/W4385336576,14,2023-07-28,PLoS ONE,True,True
https://openalex.org/W3199559188,22,2021-09-01,Journal of High Energy Physics,True,True
https://openalex.org/W4389505887,46,2023-12-01,BMJ Open,True,True
https://openalex.org/W4408583145,20,2025-03-18,Cancer Cell International,True,True
https://openalex.org/W4398151235,1,2024-01-01,Materials Horizons,False,False
https://openalex.org/W4387667879,17,2023-10-16,Nature Communications,False,True
https://openalex.org/W4294763190,34,2022-09-06,Psychological Medicine,False,True
https://openalex.org/W4401405550,1,2024-08-07,European Spine Journal,True,True
https://openalex.org/W4223597394,2,2022-04-13,Frontiers in Oral Health,True,True
https://openalex.org/W3143172349,19,2021-04-07,PLoS ONE,True,True
https://openalex.org/W3161620892,11,2021-05-17,Scientific Reports,False,True
https://openalex.org/W4306181065,19,2022-10-14,PLoS ONE,True,True
https://openalex.org/W4379650176,3,2023-05-30,Annals of the Rheumatic Diseases,False,True
https://openalex.org/W3137741102,57,2021-03-24,Cardiovascular Diabetology,True,True
https://openalex.org/W4285742145,14,2022-06-02,Frontiers in Immunology,True,True
https://openalex.org/W3150152557,15,2021-04-02,Scientific Reports,False,True
https://openalex.org/W4313120417,0,2022-01-01,Kragujevac Journal of Mathematics,False,True
https://openalex.org/W4313271279,19,2022-12-01,BMJ Open,True,True
https://openalex.org/W4385931857,25,2023-08-17,Scientific Reports,False,True
https://openalex.org/W4292056909,2,2022-08-01,Law & Social Inquiry,False,False
https://openalex.org/W4223590503,30,2022-04-11,Frontiers in Veterinary Science,True,True
https://openalex.org/W4389565037,43,2023-12-11,Nonlinear Dynamics,True,True
https://openalex.org/W4400910109,0,2024-07-23,PLoS ONE,True,True
https://openalex.org/W3210260074,2,2021-10-31,Journal of Forestry Research,True,True
https://openalex.org/W4378981696,8,2023-06-01,Perspectives on Politics,False,False
https://openalex.org/W4390025586,0,2023-12-19,Journal of the Academy of Marketing Science,True,True
https://openalex.org/W4360614588,41,2023-03-23,Sustainability Science,True,True
